cell_id,perturbation_id,alpha,summary_type,g_harm,g_harm_lower,g_harm_upper,raw_p_value,adjusted_p_value,rank,family_size,family_id,favorable,rejected,direction,state,classification
d5,p09,,integrated,-0.04626772568677855,-0.054144131458971775,-0.038273472810229414,9.99990000099999e-06,0.00028999710002899974,1,29,d5_full_domain_core:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d5,p10,0.05,alpha_specific,-0.01355102313252093,-0.019618008541466687,-0.006739406070353211,9.99990000099999e-06,0.00028999710002899974,2,29,d5_full_domain_core:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d5,p10,0.1,alpha_specific,-0.02290905170861118,-0.031206074935425154,-0.014915627589085746,9.99990000099999e-06,0.00028999710002899974,2,29,d5_full_domain_core:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d5,p10,0.2,alpha_specific,-0.038994510139884586,-0.049345016930369356,-0.029128182451420355,9.99990000099999e-06,0.00028999710002899974,2,29,d5_full_domain_core:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d5,p10,0.3,alpha_specific,-0.05444238010317305,-0.06632529731648674,-0.04323109852294873,9.99990000099999e-06,0.00028999710002899974,2,29,d5_full_domain_core:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d5,p10,0.4,alpha_specific,-0.05726986751215826,-0.06885440683072841,-0.04524225927034297,9.99990000099999e-06,0.00028999710002899974,2,29,d5_full_domain_core:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d5,p10,0.5,alpha_specific,-0.06420761079351388,-0.07603362476159833,-0.05183928467518775,9.99990000099999e-06,0.00028999710002899974,2,29,d5_full_domain_core:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d5,p10,0.65,alpha_specific,-0.06795618315442103,-0.07973968293902213,-0.056432451746328376,9.99990000099999e-06,0.00028999710002899974,2,29,d5_full_domain_core:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d5,p10,0.8,alpha_specific,-0.07126309813534484,-0.08374743251119902,-0.059143770143219476,9.99990000099999e-06,0.00028999710002899974,2,29,d5_full_domain_core:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d5,p10,,integrated,-0.04882421558495347,-0.055838940126350656,-0.04153804373449197,9.99990000099999e-06,0.00028999710002899974,2,29,d5_full_domain_core:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d5,p11,0.05,alpha_specific,0.0006607929515418505,-0.0007342143906020558,0.0019823788546255512,0.017729822701772983,0.35459645403545964,10,29,d5_full_domain_core:protocol_ab,True,False,favorable,tested,not_rejected
d5,p11,0.1,alpha_specific,0.00015733165512901213,-0.001468428781204112,0.0018357981959303538,0.017729822701772983,0.35459645403545964,10,29,d5_full_domain_core:protocol_ab,True,False,favorable,tested,not_rejected
d5,p11,0.2,alpha_specific,7.575227839545059e-05,-0.0026450073421439044,0.00273771647670326,0.017729822701772983,0.35459645403545964,10,29,d5_full_domain_core:protocol_ab,True,False,favorable,tested,not_rejected
d5,p11,0.3,alpha_specific,0.003025959193360075,-0.00040037462944951893,0.006384749000387762,0.017729822701772983,0.35459645403545964,10,29,d5_full_domain_core:protocol_ab,True,False,favorable,tested,not_rejected
d5,p11,0.4,alpha_specific,0.0045782981906329935,0.0002103423579194537,0.008856005513494499,0.017729822701772983,0.35459645403545964,10,29,d5_full_domain_core:protocol_ab,True,False,favorable,tested,not_rejected
d5,p11,0.5,alpha_specific,0.005447118552845424,0.00042477560374036197,0.010549516562732418,0.017729822701772983,0.35459645403545964,10,29,d5_full_domain_core:protocol_ab,True,False,favorable,tested,not_rejected
d5,p11,0.65,alpha_specific,0.006205806756467549,0.0006933982154246475,0.011814500151504556,0.017729822701772983,0.35459645403545964,10,29,d5_full_domain_core:protocol_ab,True,False,favorable,tested,not_rejected
d5,p11,0.8,alpha_specific,0.010553404826532579,0.0038280897394333525,0.01734190949774649,0.017729822701772983,0.35459645403545964,10,29,d5_full_domain_core:protocol_ab,True,False,favorable,tested,not_rejected
d5,p11,,integrated,0.0038380580506131167,0.0006082030579552612,0.007005530313625026,0.017729822701772983,0.35459645403545964,10,29,d5_full_domain_core:protocol_ab,True,False,favorable,tested,not_rejected
d5,p12,0.05,alpha_specific,0.0,0.0,0.0,0.3148468515314847,1.0,23,29,d5_full_domain_core:protocol_ab,False,False,adverse,tested,not_rejected
d5,p12,0.1,alpha_specific,-0.0001468428781204112,-0.0004405286343612336,0.0,0.3148468515314847,1.0,23,29,d5_full_domain_core:protocol_ab,False,False,adverse,tested,not_rejected
d5,p12,0.2,alpha_specific,-0.0003566184182924271,-0.0009230123767568701,0.0,0.3148468515314847,1.0,23,29,d5_full_domain_core:protocol_ab,False,False,adverse,tested,not_rejected
d5,p12,0.3,alpha_specific,-0.0003566184182924271,-0.0009230123767568701,0.0,0.3148468515314847,1.0,23,29,d5_full_domain_core:protocol_ab,False,False,adverse,tested,not_rejected
d5,p12,0.4,alpha_specific,-6.293266205160473e-05,-0.0008391021606880638,0.0007342143906020561,0.3148468515314847,1.0,23,29,d5_full_domain_core:protocol_ab,False,False,adverse,tested,not_rejected
d5,p12,0.5,alpha_specific,-6.293266205160473e-05,-0.0008391021606880638,0.0007342143906020561,0.3148468515314847,1.0,23,29,d5_full_domain_core:protocol_ab,False,False,adverse,tested,not_rejected
d5,p12,0.65,alpha_specific,-0.0007971470526536607,-0.0019718900776169498,0.0002936857562408225,0.3148468515314847,1.0,23,29,d5_full_domain_core:protocol_ab,False,False,adverse,tested,not_rejected
d5,p12,0.8,alpha_specific,-0.0006503041745332494,-0.001825047199496539,0.0004405286343612337,0.3148468515314847,1.0,23,29,d5_full_domain_core:protocol_ab,False,False,adverse,tested,not_rejected
d5,p12,,integrated,-0.00030417453324942307,-0.0008653241032095659,0.00020190895741556544,0.3148468515314847,1.0,23,29,d5_full_domain_core:protocol_ab,False,False,adverse,tested,not_rejected
d2_5,p08,0.05,alpha_specific,-0.03599999999999999,-0.05220333333333331,-0.020198333333333332,9.99990000099999e-06,0.00028999710002899974,1,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_5,p08,0.1,alpha_specific,-0.045666666666666654,-0.06180166666666665,-0.028128333333333318,9.99990000099999e-06,0.00028999710002899974,1,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_5,p08,0.2,alpha_specific,0.018400000000000003,0.0008650000000000129,0.03586833333333331,9.99990000099999e-06,0.00028999710002899974,1,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_5,p08,0.3,alpha_specific,0.09626666666666667,0.06879833333333334,0.12353999999999994,9.99990000099999e-06,0.00028999710002899974,1,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_5,p08,0.4,alpha_specific,0.1524,0.1169916666666667,0.18780166666666667,9.99990000099999e-06,0.00028999710002899974,1,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_5,p08,0.5,alpha_specific,0.19139999999999996,0.14999333333333334,0.2320849999999999,9.99990000099999e-06,0.00028999710002899974,1,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_5,p08,0.65,alpha_specific,0.23179999999999995,0.18639999999999998,0.27713499999999996,9.99990000099999e-06,0.00028999710002899974,1,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_5,p08,0.8,alpha_specific,0.25600000000000006,0.20746166666666666,0.3044799999999999,9.99990000099999e-06,0.00028999710002899974,1,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_5,p08,,integrated,0.108075,0.08336312500000001,0.13253354166666667,9.99990000099999e-06,0.00028999710002899974,1,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_5,p09,0.05,alpha_specific,-0.005733333333333331,-0.01646666666666667,0.004201666666666653,9.99990000099999e-06,0.00028999710002899974,2,29,d2_5shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_5,p09,0.1,alpha_specific,-0.029133333333333313,-0.04746666666666665,-0.012198333333333335,9.99990000099999e-06,0.00028999710002899974,2,29,d2_5shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_5,p09,0.2,alpha_specific,-0.08153333333333336,-0.11021666666666667,-0.053063333333333365,9.99990000099999e-06,0.00028999710002899974,2,29,d2_5shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_5,p09,0.3,alpha_specific,-0.11399999999999998,-0.15007666666666664,-0.07653166666666665,9.99990000099999e-06,0.00028999710002899974,2,29,d2_5shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_5,p09,0.4,alpha_specific,-0.1358,-0.18420999999999998,-0.08572166666666671,9.99990000099999e-06,0.00028999710002899974,2,29,d2_5shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_5,p09,0.5,alpha_specific,-0.14306666666666665,-0.190075,-0.093265,9.99990000099999e-06,0.00028999710002899974,2,29,d2_5shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_5,p09,0.65,alpha_specific,-0.1454666666666667,-0.189075,-0.10226666666666671,9.99990000099999e-06,0.00028999710002899974,2,29,d2_5shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_5,p09,0.8,alpha_specific,-0.13426666666666667,-0.17680500000000002,-0.09059833333333335,9.99990000099999e-06,0.00028999710002899974,2,29,d2_5shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_5,p09,,integrated,-0.09862499999999999,-0.12809541666666663,-0.0674385416666667,9.99990000099999e-06,0.00028999710002899974,2,29,d2_5shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_5,p10,0.05,alpha_specific,-0.0069333333333333295,-0.02200166666666667,0.007666666666666668,9.99990000099999e-06,0.00028999710002899974,3,29,d2_5shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_5,p10,0.1,alpha_specific,-0.05980000000000001,-0.08686833333333333,-0.03193166666666668,9.99990000099999e-06,0.00028999710002899974,3,29,d2_5shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_5,p10,0.2,alpha_specific,-0.09440000000000003,-0.136605,-0.05379500000000005,9.99990000099999e-06,0.00028999710002899974,3,29,d2_5shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_5,p10,0.3,alpha_specific,-0.08893333333333335,-0.12300500000000002,-0.05666333333333335,9.99990000099999e-06,0.00028999710002899974,3,29,d2_5shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_5,p10,0.4,alpha_specific,-0.07440000000000001,-0.10133666666666666,-0.04819666666666668,9.99990000099999e-06,0.00028999710002899974,3,29,d2_5shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_5,p10,0.5,alpha_specific,-0.06673333333333334,-0.09026666666666665,-0.04366500000000001,9.99990000099999e-06,0.00028999710002899974,3,29,d2_5shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_5,p10,0.65,alpha_specific,-0.058733333333333304,-0.0796733333333333,-0.037464999999999984,9.99990000099999e-06,0.00028999710002899974,3,29,d2_5shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_5,p10,0.8,alpha_specific,-0.04879999999999998,-0.06820333333333331,-0.028533333333333317,9.99990000099999e-06,0.00028999710002899974,3,29,d2_5shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_5,p10,,integrated,-0.06234166666666666,-0.08382729166666666,-0.041364583333333343,9.99990000099999e-06,0.00028999710002899974,3,29,d2_5shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_5,p11,0.05,alpha_specific,0.031066666666666673,0.01893333333333335,0.04400166666666663,8.99991000089999e-05,0.0020699793002069977,7,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_5,p11,0.1,alpha_specific,0.05106666666666666,0.033398333333333335,0.0692683333333333,8.99991000089999e-05,0.0020699793002069977,7,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_5,p11,0.2,alpha_specific,0.062266666666666665,0.03899333333333333,0.08593999999999995,8.99991000089999e-05,0.0020699793002069977,7,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_5,p11,0.3,alpha_specific,0.04286666666666664,0.02139666666666664,0.06506666666666665,8.99991000089999e-05,0.0020699793002069977,7,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_5,p11,0.4,alpha_specific,0.04153333333333333,0.015733333333333335,0.06720333333333332,8.99991000089999e-05,0.0020699793002069977,7,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_5,p11,0.5,alpha_specific,0.08173333333333337,0.04906500000000006,0.11533666666666667,8.99991000089999e-05,0.0020699793002069977,7,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_5,p11,0.65,alpha_specific,0.07253333333333331,0.03799999999999999,0.10813499999999998,8.99991000089999e-05,0.0020699793002069977,7,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_5,p11,0.8,alpha_specific,0.08626666666666666,0.044264999999999985,0.1283383333333333,8.99991000089999e-05,0.0020699793002069977,7,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_5,p11,,integrated,0.058666666666666666,0.034813125,0.08370104166666666,8.99991000089999e-05,0.0020699793002069977,7,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_5,p12,0.05,alpha_specific,0.008133333333333362,0.002265000000000017,0.01420166666666669,0.0010999890001099988,0.024199758002419976,8,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_5,p12,0.1,alpha_specific,0.01286666666666668,0.004800000000000031,0.021200000000000004,0.0010999890001099988,0.024199758002419976,8,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_5,p12,0.2,alpha_specific,0.022933333333333337,0.00919833333333335,0.036468333333333325,0.0010999890001099988,0.024199758002419976,8,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_5,p12,0.3,alpha_specific,0.024199999999999992,0.01013166666666666,0.037936666666666646,0.0010999890001099988,0.024199758002419976,8,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_5,p12,0.4,alpha_specific,0.023133333333333336,0.008266666666666676,0.037799999999999986,0.0010999890001099988,0.024199758002419976,8,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_5,p12,0.5,alpha_specific,0.030066666666666655,0.013598333333333322,0.0458,0.0010999890001099988,0.024199758002419976,8,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_5,p12,0.65,alpha_specific,0.03486666666666668,0.01573166666666669,0.0538666666666667,0.0010999890001099988,0.024199758002419976,8,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_5,p12,0.8,alpha_specific,0.04153333333333334,0.021066666666666678,0.062401666666666675,0.0010999890001099988,0.024199758002419976,8,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_5,p12,,integrated,0.024716666666666675,0.011532291666666679,0.037910833333333324,0.0010999890001099988,0.024199758002419976,8,29,d2_5shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_10,p08,0.05,alpha_specific,-0.004200000000000007,-0.01400333333333332,0.005934999999999986,9.99990000099999e-06,0.00028999710002899974,1,29,d2_10shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_10,p08,0.1,alpha_specific,0.03146666666666668,0.016000000000000018,0.04720333333333333,9.99990000099999e-06,0.00028999710002899974,1,29,d2_10shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_10,p08,0.2,alpha_specific,0.1495333333333333,0.11525666666666669,0.18279999999999996,9.99990000099999e-06,0.00028999710002899974,1,29,d2_10shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_10,p08,0.3,alpha_specific,0.2544666666666667,0.20346666666666663,0.30700166666666673,9.99990000099999e-06,0.00028999710002899974,1,29,d2_10shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_10,p08,0.4,alpha_specific,0.3263333333333333,0.2661899999999999,0.38766833333333334,9.99990000099999e-06,0.00028999710002899974,1,29,d2_10shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_10,p08,0.5,alpha_specific,0.37186666666666673,0.3034516666666668,0.43934000000000006,9.99990000099999e-06,0.00028999710002899974,1,29,d2_10shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_10,p08,0.65,alpha_specific,0.4134,0.34099500000000005,0.484205,9.99990000099999e-06,0.00028999710002899974,1,29,d2_10shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_10,p08,0.8,alpha_specific,0.444,0.36977000000000004,0.5161333333333333,9.99990000099999e-06,0.00028999710002899974,1,29,d2_10shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_10,p08,,integrated,0.24835833333333338,0.20414145833333336,0.29216895833333334,9.99990000099999e-06,0.00028999710002899974,1,29,d2_10shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_10,p09,0.05,alpha_specific,0.007800000000000003,-0.0038016666666666555,0.020401666666666686,9.99990000099999e-06,0.00028999710002899974,2,29,d2_10shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_10,p09,0.1,alpha_specific,0.0018666666666666896,-0.01779999999999995,0.02026666666666667,9.99990000099999e-06,0.00028999710002899974,2,29,d2_10shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_10,p09,0.2,alpha_specific,-0.05033333333333335,-0.07860666666666667,-0.02273333333333333,9.99990000099999e-06,0.00028999710002899974,2,29,d2_10shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_10,p09,0.3,alpha_specific,-0.10919999999999999,-0.14527,-0.07233166666666666,9.99990000099999e-06,0.00028999710002899974,2,29,d2_10shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_10,p09,0.4,alpha_specific,-0.15193333333333334,-0.192875,-0.1074,9.99990000099999e-06,0.00028999710002899974,2,29,d2_10shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_10,p09,0.5,alpha_specific,-0.16839999999999997,-0.2158683333333333,-0.11939666666666668,9.99990000099999e-06,0.00028999710002899974,2,29,d2_10shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_10,p09,0.65,alpha_specific,-0.16500000000000004,-0.21027166666666666,-0.1193316666666667,9.99990000099999e-06,0.00028999710002899974,2,29,d2_10shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_10,p09,0.8,alpha_specific,-0.16273333333333337,-0.20800166666666667,-0.11739333333333336,9.99990000099999e-06,0.00028999710002899974,2,29,d2_10shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_10,p09,,integrated,-0.09974166666666667,-0.12809270833333333,-0.07110520833333334,9.99990000099999e-06,0.00028999710002899974,2,29,d2_10shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_10,p10,0.05,alpha_specific,-0.013066666666666667,-0.029201666666666643,0.0011399999999999223,1.999980000199998e-05,0.0004999950000499995,5,29,d2_10shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_10,p10,0.1,alpha_specific,-0.05873333333333332,-0.08240333333333331,-0.035794999999999993,1.999980000199998e-05,0.0004999950000499995,5,29,d2_10shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_10,p10,0.2,alpha_specific,-0.0904,-0.12507333333333334,-0.05506499999999997,1.999980000199998e-05,0.0004999950000499995,5,29,d2_10shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_10,p10,0.3,alpha_specific,-0.0826,-0.1172,-0.04852500000000002,1.999980000199998e-05,0.0004999950000499995,5,29,d2_10shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_10,p10,0.4,alpha_specific,-0.062066666666666645,-0.09020166666666668,-0.03399500000000002,1.999980000199998e-05,0.0004999950000499995,5,29,d2_10shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_10,p10,0.5,alpha_specific,-0.052466666666666655,-0.07226833333333334,-0.03199833333333332,1.999980000199998e-05,0.0004999950000499995,5,29,d2_10shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_10,p10,0.65,alpha_specific,-0.039266666666666665,-0.053268333333333334,-0.025799999999999993,1.999980000199998e-05,0.0004999950000499995,5,29,d2_10shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_10,p10,0.8,alpha_specific,-0.03126666666666666,-0.04439999999999998,-0.018131666666666674,1.999980000199998e-05,0.0004999950000499995,5,29,d2_10shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_10,p10,,integrated,-0.05373333333333332,-0.07300937499999999,-0.034888333333333355,1.999980000199998e-05,0.0004999950000499995,5,29,d2_10shot:protocol_ab,False,True,adverse,tested,amplification_by_b_rejected
d2_10,p11,0.05,alpha_specific,0.02746666666666667,0.014465000000000014,0.0406,0.0012299877001229987,0.02213977860221398,12,29,d2_10shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_10,p11,0.1,alpha_specific,0.03326666666666665,0.01799833333333336,0.049134999999999984,0.0012299877001229987,0.02213977860221398,12,29,d2_10shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_10,p11,0.2,alpha_specific,0.046,0.02566000000000002,0.06686666666666666,0.0012299877001229987,0.02213977860221398,12,29,d2_10shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_10,p11,0.3,alpha_specific,0.04813333333333332,0.020329999999999994,0.07566999999999995,0.0012299877001229987,0.02213977860221398,12,29,d2_10shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_10,p11,0.4,alpha_specific,0.05033333333333329,0.013393333333333285,0.08773999999999989,0.0012299877001229987,0.02213977860221398,12,29,d2_10shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_10,p11,0.5,alpha_specific,0.07933333333333331,0.0356,0.12308166666666656,0.0012299877001229987,0.02213977860221398,12,29,d2_10shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_10,p11,0.65,alpha_specific,0.09646666666666666,0.04379666666666667,0.15048333333333327,0.0012299877001229987,0.02213977860221398,12,29,d2_10shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_10,p11,0.8,alpha_specific,0.1191333333333333,0.0531983333333333,0.18753666666666666,0.0012299877001229987,0.02213977860221398,12,29,d2_10shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_10,p11,,integrated,0.06251666666666665,0.029186249999999997,0.09597916666666663,0.0012299877001229987,0.02213977860221398,12,29,d2_10shot:protocol_ab,True,True,favorable,tested,attenuation_by_b_rejected
d2_10,p12,0.05,alpha_specific,0.006933333333333322,-9.39063641662087e-18,0.013468333333333332,0.01043989560104399,0.13571864281357188,17,29,d2_10shot:protocol_ab,True,False,favorable,tested,not_rejected
d2_10,p12,0.1,alpha_specific,0.010399999999999984,0.0011316666666666693,0.01959999999999999,0.01043989560104399,0.13571864281357188,17,29,d2_10shot:protocol_ab,True,False,favorable,tested,not_rejected
d2_10,p12,0.2,alpha_specific,0.01659999999999999,0.0050649999999999714,0.028199999999999982,0.01043989560104399,0.13571864281357188,17,29,d2_10shot:protocol_ab,True,False,favorable,tested,not_rejected
d2_10,p12,0.3,alpha_specific,0.02166666666666668,0.005866666666666678,0.03693500000000001,0.01043989560104399,0.13571864281357188,17,29,d2_10shot:protocol_ab,True,False,favorable,tested,not_rejected
